Game_ID,Player_ID,OffRtg,DefRtg
006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,80.0,100.0
006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,115.15151515151516,86.48648648648648
006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,114.28571428571429,130.9090909090909
006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,112.28070175438596,106.66666666666667
006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae,nan,nan
006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed,nan,nan
006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,115.0,121.42857142857143
006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,110.0,112.5
006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,84.21052631578948,130.3030303030303
006728e4c10e957011e1f24878e6054a,bd45fe7dba52aa2cd00ba80ff107d05b,nan,nan
006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,106.75675675675676,117.14285714285714
006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,108.62068965517241,101.78571428571429
006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,109.85915492957747,120.0
006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,101.23456790123457,123.37662337662337
006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49,80.0,100.0
006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f,83.87096774193549,110.34482758620689
006728e4c10e957011e1f24878e6054a,1b37fed4823f31ccbf03515f4b9fe438,nan,nan
006728e4c10e957011e1f24878e6054a,c10b49616a2f4a23607dc1a8be4fde9f,nan,nan
006728e4c10e957011e1f24878e6054a,d00d552bc4e50f63f9397a74514519ba,nan,nan
006728e4c10e957011e1f24878e6054a,dd1da128c27db468d95b99b583f8a57d,nan,nan
006728e4c10e957011e1f24878e6054a,4ef3dae16c436459ff05156abca5cebd,120.93023255813954,86.95652173913044
006728e4c10e957011e1f24878e6054a,618f6d58ab2881152607c2a6e057bc51,120.40816326530613,126.08695652173913
006728e4c10e957011e1f24878e6054a,902362537ff2a39c0c0cfb82ab0adac2,nan,nan
006728e4c10e957011e1f24878e6054a,e59b921ab3da55f632bc748beb12805a,nan,nan
006728e4c10e957011e1f24878e6054a,4413c19cf092bda39332d7833c90bfe6,144.44444444444446,102.94117647058823
006728e4c10e957011e1f24878e6054a,bf6ed471f8425903310f08548a206905,nan,nan
006728e4c10e957011e1f24878e6054a,5cce6ffa455e6372d9de0de400482ab6,128.2051282051282,80.0
006728e4c10e957011e1f24878e6054a,4dd3d6a51dc97c651d3a86eec4362a1f,139.3939393939394,97.14285714285714
006728e4c10e957011e1f24878e6054a,7027df5d9c51192f3527ac8c74b4d08d,nan,nan
006728e4c10e957011e1f24878e6054a,d81d912f81fa43178f423aa89a713e96,131.42857142857142,119.44444444444444
03ac65b9a32fde1e201bfb427f6e41e4,255fe2a8be0ed5c06dd99969ab4fea55,146.15384615384616,126.92307692307692
03ac65b9a32fde1e201bfb427f6e41e4,94e99d76e87ee926faab66d382b3a955,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,ad1c818605d80c2d6aeabf60426e94a9,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,52c6125836c465f4ac5232121dacb49d,137.5,121.21212121212122
03ac65b9a32fde1e201bfb427f6e41e4,ff59dc439c6c323320bc355afe884fcb,97.46835443037975,98.7012987012987
03ac65b9a32fde1e201bfb427f6e41e4,7dfbb5980c066844384ba7424aceae47,106.97674418604652,102.27272727272727
03ac65b9a32fde1e201bfb427f6e41e4,3626b893fc73a5cbd67d1ea48a5c7039,102.08333333333333,106.18556701030928
03ac65b9a32fde1e201bfb427f6e41e4,0b978fcfa7f2ec839c563a755e345ff8,75.0,111.53846153846153
03ac65b9a32fde1e201bfb427f6e41e4,bfef77a3e57907855444410d490e7bfd,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,7ad61d685fab533836df6c4605db1ac2,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,1a6703883f8f47bb4daf09c03be3bda2,130.43478260869566,101.58730158730158
03ac65b9a32fde1e201bfb427f6e41e4,ff52c317e26534ae1679da3c917e9fec,108.41121495327103,108.33333333333333
03ac65b9a32fde1e201bfb427f6e41e4,25b9943b95a816346c06eae76c78a593,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,ef232aca3c330ff4f84215374638d026,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,31598ba01a3fff03ed0a87d7dea11dfe,100.0,109.30232558139535
03ac65b9a32fde1e201bfb427f6e41e4,11beb0ae23e6425510297a31fa21881e,102.3529411764706,107.86516853932584
03ac65b9a32fde1e201bfb427f6e41e4,1177a5cdd245dc40c6c39bac4df89ce3,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,6ad10958a1d4920dccb1daec39bebd6b,97.5609756097561,96.34146341463415
03ac65b9a32fde1e201bfb427f6e41e4,83c15c0962941640faab838a8f6f151d,101.0,101.0204081632653
03ac65b9a32fde1e201bfb427f6e41e4,a1591595c04d12e88e3cb427fb667618,105.3763440860215,101.0989010989011
03ac65b9a32fde1e201bfb427f6e41e4,a3bac86ad549b2f128a62399d73d6299,119.51219512195122,138.0952380952381
03ac65b9a32fde1e201bfb427f6e41e4,41c0674725d4cddab004649e9db5a3ce,100.0,134.7826086956522
03ac65b9a32fde1e201bfb427f6e41e4,90ba0d1de241290df2e124a5e02d68ef,106.25,142.85714285714286
03ac65b9a32fde1e201bfb427f6e41e4,6f6a807d57aae8f651222523dc82dc35,112.0,96.07843137254902
03ac65b9a32fde1e201bfb427f6e41e4,fbcda0bcb861e4726ca8871b8965ede4,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,14de632b07100527b0ced12fd4eeffb7,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,1f568a2342e4c375873d49a15e2d4448,155.55555555555554,136.36363636363637
03ac65b9a32fde1e201bfb427f6e41e4,821887f9a002be16b5f79729fae59e01,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,3d75035d20b173a867d4bf32c8a58f0b,nan,nan
03ac65b9a32fde1e201bfb427f6e41e4,31f28da997f1ed51f0f688b9d004b269,nan,nan
096e231adad0be6ab1cc89cce56847f8,ae53f8ba6761b64a174051da817785bc,132.0,103.84615384615384
096e231adad0be6ab1cc89cce56847f8,44230324724c84f122ac62a5f0918314,78.26086956521739,128.88888888888889
096e231adad0be6ab1cc89cce56847f8,8d2127290c94bd41b82a2938734bc750,130.76923076923077,109.80392156862744
096e231adad0be6ab1cc89cce56847f8,48ec4e6c52f418d5ca4ef510ba473ea0,114.08450704225352,123.18840579710145
096e231adad0be6ab1cc89cce56847f8,e816ff284dc3f965b8f3d605a3b91bae,80.0,100.0
096e231adad0be6ab1cc89cce56847f8,ed95dff5440fadf3042b5acacea81eed,nan,nan
096e231adad0be6ab1cc89cce56847f8,616281dee946056b071699476fdee9ec,116.66666666666667,125.42372881355932
096e231adad0be6ab1cc89cce56847f8,e814950408915f43de2b079dce7c21c5,106.66666666666667,132.87671232876713
096e231adad0be6ab1cc89cce56847f8,2ad626904c8b28cceb8e12c624a84240,115.15151515151516,88.57142857142857
096e231adad0be6ab1cc89cce56847f8,bd45fe7dba52aa2cd00ba80ff107d05b,nan,nan
096e231adad0be6ab1cc89cce56847f8,766802a8fda500d7945950de7398c9c6,130.0,108.21917808219177
096e231adad0be6ab1cc89cce56847f8,99104de2626f67c1fa2ce70504970c3f,124.0,129.16666666666666
096e231adad0be6ab1cc89cce56847f8,42e0d7167f04a4ff958c6442da0e6851,133.33333333333334,118.18181818181819
096e231adad0be6ab1cc89cce56847f8,c5dd5b2e3b975f0849d9b74e74125cb9,130.37974683544303,105.0
096e231adad0be6ab1cc89cce56847f8,5db9c1c8184510fee8161e7fafdc9c49,100.0,100.0
096e231adad0be6ab1cc89cce56847f8,f4a5ca938177c407a9dab5412e39498f,126.66666666666667,96.875
096e231adad0be6ab1cc89cce56847f8,1b37fed4823f31ccbf03515f4b9fe438,91.30434782608695,95.45454545454545
096e231adad0be6ab1cc89cce56847f8,c10b49616a2f4a23607dc1a8be4fde9f,127.11864406779661,108.19672131147541
096e231adad0be6ab1cc89cce56847f8,d00d552bc4e50f63f9397a74514519ba,88.88888888888889,150.0
096e231adad0be6ab1cc89cce56847f8,dd1da128c27db468d95b99b583f8a57d,80.0,100.0
096e231adad0be6ab1cc89cce56847f8,4ef3dae16c436459ff05156abca5cebd,80.48780487804878,123.07692307692308
096e231adad0be6ab1cc89cce56847f8,618f6d58ab2881152607c2a6e057bc51,119.23076923076923,89.0909090909091
096e231adad0be6ab1cc89cce56847f8,902362537ff2a39c0c0cfb82ab0adac2,92.3076923076923,107.6923076923077
096e231adad0be6ab1cc89cce56847f8,e59b921ab3da55f632bc748beb12805a,nan,nan
096e231adad0be6ab1cc89cce56847f8,4413c19cf092bda39332d7833c90bfe6,73.91304347826087,127.27272727272727
096e231adad0be6ab1cc89cce56847f8,bf6ed471f8425903310f08548a206905,nan,nan
096e231adad0be6ab1cc89cce56847f8,5cce6ffa455e6372d9de0de400482ab6,88.57142857142857,118.75
096e231adad0be6ab1cc89cce56847f8,4dd3d6a51dc97c651d3a86eec4362a1f,nan,nan
096e231adad0be6ab1cc89cce56847f8,7027df5d9c51192f3527ac8c74b4d08d,nan,nan
096e231adad0be6ab1cc89cce56847f8,d81d912f81fa43178f423aa89a713e96,118.51851851851852,132.0754716981132
